"Aasta","Maakond","Näitaja","value"
"2013","Jõgeva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2014","Jõgeva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2015","Jõgeva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"1998","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"1999","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2000","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",27
"2001","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",26
"2002","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",25
"2003","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2004","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2005","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",27
"2006","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"2007","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2008","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2009","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2010","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2011","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2012","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2013","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2014","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2015","Järva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"1998","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"1999","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2002","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2003","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2004","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2005","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2006","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2007","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",24
"2008","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2009","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2010","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2011","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2012","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2014","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2015","Lääne maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1998","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",49
"1999","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",30
"2000","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",35
"2001","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",30
"2002","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",47
"2003","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",37
"2004","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",36
"2005","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",30
"2006","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",57
"2007","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",48
"2008","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",31
"2009","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",21
"2010","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2011","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2012","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"2013","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2014","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2015","Lääne-Viru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"1998","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"1999","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2000","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2001","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2002","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2003","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2004","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2005","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2006","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",25
"2007","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2008","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2009","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2010","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2011","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2012","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2013","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2014","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2015","Põlva maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"1998","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",42
"1999","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",28
"2000","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",26
"2001","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",34
"2002","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",34
"2003","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",28
"2004","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",22
"2005","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",37
"2006","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",44
"2007","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",49
"2008","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",25
"2009","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",25
"2010","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2011","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2012","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2013","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",22
"2014","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",20
"2015","Pärnu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"1998","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"1999","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2000","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2001","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2002","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2003","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2004","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2005","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2006","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2007","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2008","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2009","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2010","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2011","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2012","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2013","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2014","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2015","..Pärnu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",38
"1999","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",31
"2000","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2001","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",26
"2002","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",20
"2003","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2004","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2005","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2006","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2007","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2008","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2009","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2010","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2011","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2012","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2013","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2014","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2015","Rapla maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"1998","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"1999","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2000","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2001","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2002","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2003","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2004","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2005","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2006","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2007","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2008","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2009","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2010","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2011","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2012","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2013","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2014","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2015","Saare maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"1998","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",52
"1999","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",49
"2000","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",44
"2001","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",43
"2002","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",71
"2003","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",56
"2004","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",45
"2005","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",45
"2006","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",39
"2007","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",41
"2008","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",44
"2009","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",32
"2010","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2011","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"2012","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"2013","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",26
"2014","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"2015","Tartu maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",18
"1998","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"1999","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2000","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2001","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2002","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2003","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2004","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2005","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2006","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2007","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2008","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2009","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2010","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2011","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2012","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2013","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2014","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2015","..Tartu linn","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"1998","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"1999","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"2000","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2001","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2002","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",21
"2003","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2004","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2005","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2006","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2007","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2008","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2009","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2010","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2011","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2012","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2013","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2014","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2015","Valga maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"1998","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",30
"1999","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2000","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2001","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2002","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",24
"2003","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",20
"2004","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2005","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",32
"2006","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",36
"2007","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",28
"2008","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",25
"2009","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",21
"2010","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2011","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2012","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2013","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2014","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2015","Viljandi maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"1998","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"1999","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2000","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2001","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2002","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2003","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2004","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",28
"2005","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2006","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",24
"2007","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2008","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2009","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2010","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",14
"2011","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2012","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2013","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",12
"2014","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2015","Võru maakond","Liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"1998","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",64
"1999","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",46
"2000","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",39
"2001","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",47
"2002","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",55
"2003","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",39
"2004","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",37
"2005","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",45
"2006","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",57
"2007","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",66
"2008","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",32
"2009","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",28
"2010","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2011","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",21
"2012","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2013","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2014","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",15
"2015","Kogu Eesti","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"1998","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",9
"1999","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2000","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2001","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",16
"2002","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",19
"2003","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",11
"2004","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",8
"2005","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",13
"2006","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",17
"2007","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",23
"2008","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2009","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2010","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2011","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2012","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"2013","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2014","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2015","Harju maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"1998","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",6
"1999","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2000","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",5
"2002","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",10
"2003","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2004","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2005","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2006","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"2007","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",7
"2008","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2009","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2010","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2011","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2012","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2013","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","..Tallinn","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1999","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2000","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",2
"2001","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2002","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2003","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2004","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2005","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2006","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2007","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2008","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2009","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2010","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",1
"2011","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2012","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2013","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2014","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"2015","Hiiu maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",0
"1998","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
"1999","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",3
"2000","Ida-Viru maakond","Hukkunuga liiklusõnnetused joobes mootorsõidukijuhi osalusel",4
