idnum,asutus.2014,struktuuriuksus.2014,allstruktuuriuksus.2014,ametikoht.2014,koormus.2014,põhipalk.2014,asutus.2015,struktuuriuksus.2015,allstruktuuriuksus.2015,ametikoht.2015,koormus.2015,põhipalk.2015
11158,Sotsiaalministeerium,Laste ja perede osakond,NA,peaspetsialist,1.0,1250,Sotsiaalkindlustusamet,Lastekaitse uksus,NA,projektijuht,1.0,1500
11159,Sotsiaalministeerium,Laste ja perede osakond,NA,peaspetsialist,0.5,675,NA,NA,NA,NA,NA,NA
11160,Sotsiaalministeerium,Tevisevaldkond,NA,terviseala asekantsler,1.0,3250,Sotsiaalministeerium,Terviseala asekantsleri vastutusvaldkond,NA,terviseala asekantsler,1.0,3700
11161,Sotsiaalministeerium,Tevisevaldkond,NA,nõunik,1.0,1391,Sotsiaalministeerium,Terviseala asekantsleri vastutusvaldkond,NA,riiklik ekspert,0.7,974
11162,Sotsiaalministeerium,Tevisevaldkond,NA,finantsnõunik,1.0,1456,Sotsiaalministeerium,Finants- ja varahalduse osakond,NA,finantsnõunik,1.0,1720
11163,Sotsiaalministeerium,Tervishoiu osakond,NA,osakonna juhataja,1.0,2464,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,tervishoiuvõrgu juht,1.0,2700
11164,Sotsiaalministeerium,Tervishoiu osakond,NA,nõunik,1.0,1400,NA,NA,NA,NA,NA,NA
11165,Sotsiaalministeerium,Tervishoiu osakond,NA,nõunik,1.0,1400,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,nõunik,1.0,1800
11166,Sotsiaalministeerium,Tervishoiu osakond,NA,peaspetsialist,1.0,1435,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,nõunik,1.0,1870
11167,Sotsiaalministeerium,Tervishoiu osakond,NA,peaspetsialist,1.0,1400,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1840
11168,Sotsiaalministeerium,Tervishoiu osakond,NA,peaspetsialist,1.0,1430,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1650
11169,Sotsiaalministeerium,Tervishoiu osakond,NA,peaspetsialist,1.0,1435,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1815
11170,Sotsiaalministeerium,Tervishoiu osakond,NA,projektijuht,1.0,1300,NA,NA,NA,NA,NA,NA
11171,Sotsiaalministeerium,Tervishoiu osakond,NA,projektijuht,1.0,1489,Sotsiaalministeerium,Valisvahendite osakond,NA,peaspetsialist,1.0,1825
11172,Sotsiaalministeerium,Tervishoiu osakond,NA,projektijuht,1.0,1489,Sotsiaalministeerium,Valisvahendite osakond,NA,peaspetsialist,1.0,1825
11173,Sotsiaalministeerium,Rahvatervise osakond,NA,osakonna juhataja,1.0,2464,Sotsiaalministeerium,Rahvatervise osakond,NA,osakonna juhataja,1.0,2900
11174,Sotsiaalministeerium,Rahvatervise osakond,NA,tervisepoliitika juht,1.0,1800,NA,NA,NA,NA,NA,NA
11175,Sotsiaalministeerium,Rahvatervise osakond,NA,nõunik,1.0,1562,Sotsiaalministeerium,Rahvatervise osakond,NA,nõunik,1.0,1980
11176,Sotsiaalministeerium,Rahvatervise osakond,NA,nõunik,1.0,1530,Sotsiaalministeerium,Rahvatervise osakond,NA,nõunik,1.0,1980
11177,Sotsiaalministeerium,Rahvatervise osakond,NA,keskkonnatervise ja kemikaaliohut. juht,1.0,1800,Sotsiaalministeerium,Rahvatervise osakond,NA,keskkonnatervise ja kemikaaliohut. juht,1.0,2280
11178,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1350,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1715
11179,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1216,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1715
11180,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1136,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1595
11181,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1300,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1715
11182,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1216,NA,NA,NA,NA,NA,NA
11183,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1350,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1715
11184,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1400,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1730
11185,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1400,Sotsiaalministeerium,Rahvatervise osakond,NA,peaspetsialist,1.0,1780
11186,Sotsiaalministeerium,Rahvatervise osakond,NA,programmi koordinaator,1.0,1650,Sotsiaalministeerium,Rahvatervise osakond,NA,programmi koordinaator,1.0,2090
11187,Sotsiaalministeerium,Rahvatervise osakond,NA,projektijuht,1.0,1300,Sotsiaalministeerium,Rahvatervise osakond,NA,projektijuht,1.0,1640
11188,Sotsiaalministeerium,Rahvatervise osakond,NA,projektijuht,1.0,1300,Sotsiaalministeerium,Rahvatervise osakond,NA,projektijuht,1.0,1640
11189,Sotsiaalministeerium,Terviseinfo ja analuusi osakond,NA,osakonna juhataja,1.0,2240,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,tervisesusteemi arendusjuht,1.0,2700
11190,Sotsiaalministeerium,Terviseinfo ja analuusi osakond,NA,peaspetsialist,1.0,1000,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1370
11191,Sotsiaalministeerium,Terviseinfo ja analuusi osakond,NA,vanemanaluutik,1.0,1530,Sotsiaalministeerium,Analuusi ja statistika osakond,NA,nõunik,1.0,1880
11192,Sotsiaalministeerium,Terviseinfo ja analuusi osakond,NA,analuutik,1.0,1426,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1650
11193,Sotsiaalministeerium,Terviseinfo ja analuusi osakond,NA,analuutik,1.0,1300,Sotsiaalministeerium,Tervisesusteemi arendamise osakond,NA,peaspetsialist,1.0,1540
11194,Sotsiaalministeerium,E-tervise osakond,NA,nõunik,1.0,1625,NA,NA,NA,NA,NA,NA
11195,Sotsiaalministeerium,E-tervise osakond,NA,projektijuht,1.0,1347,Sotsiaalministeerium,Digitaalvõimekuse arendamise osakond,NA,projektijuht,1.0,1650
11196,Sotsiaalministeerium,Ravimiosakond,NA,osakonna juhataja,1.0,2464,Sotsiaalministeerium,Ravimiosakond,NA,osakonna juhataja,1.0,2900
11197,Sotsiaalministeerium,Ravimiosakond,NA,nõunik,1.0,1550,NA,NA,NA,NA,NA,NA
11198,Sotsiaalministeerium,Ravimiosakond,NA,peaspetsialist,1.0,1450,NA,NA,NA,NA,NA,NA
11199,Sotsiaalministeerium,Ravimiosakond,NA,peaspetsialist,1.0,1550,Sotsiaalministeerium,Terviseala asekantsleri vastutusvaldkond,NA,nõunik,1.0,1760
11200,Sotsiaalministeerium,Ravimiosakond,NA,nõunik,0.5,875,Sotsiaalministeerium,Ravimiosakond,NA,peaspetsialist,0.5,900
11201,Statistikaamet,Statistikaamet,NA,Peadirektor,1.0,3300,Statistikaamet,Statistikaamet,NA,peadirektor,1.0,3640
11202,Statistikaamet,Statistikaamet,NA,Peadirektori asetaitja,1.0,3000,Statistikaamet,Peadirektori asetaitja andmekogumise ja -tootluse alal,NA,peadirektori asetaitja,1.0,3000
