"sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"Naine",63,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",286.427,335.531,NA
"Naine",18,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",318.721,307.414,320.336
"Naine",44,"25-49","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",287.666,275.138,240.282
"Naine",38,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",177.32,"Suurel määral",267.102,249.97,319.853
"Naine",27,"25-49","Jah","Kesk",NA,"Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",210.486,190.787,229.653
"Mees",31,"25-49","Jah",NA,NA,"Jah","Hõivatud","Hea","Kesk","Keskmine",2241.01,"Väga suurel määral",276.623,281.082,355.882
"Naine",33,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",736.546,"Suurel määral",271.935,253.45,277.479
"Mees",30,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",881.286,"Suurel määral",183.496,203.887,198.315
"Naine",33,"25-49","Jah","Kesk","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Üldse mitte",222.843,222.599,220.46
"Naine",19,"16-24","Ei","Kõrg","Kõrg","Ei","Töötu","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",324.902,289.849,300.123
"Mees",43,"25-49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mees",38,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",346.667,"Suurel määral",299.091,325.973,279.082
"Mees",59,"50+","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",157.583,"Mõningal määral",306.298,280.688,NA
"Naine",34,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga vähe",266.678,246.435,284.803
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Suurel määral",269.362,254.517,NA
"Naine",34,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",447.064,"Väga suurel määral",335.973,274.037,NA
"Naine",30,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",749.704,"Suurel määral",312.832,313.872,303.605
"Mees",54,"50+","Ei","Kesk","Põhi","Ei","Hõivatud","Halb","Põhi","Madal",188.263,"Mõningal määral",236.668,279.958,NA
"Naine",59,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Väga vähe",261.532,246.053,277.429
"Naine",32,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",228.264,237.334,223.269
"Naine",53,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",661.544,"Väga vähe",326.579,310.777,NA
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",460.223,"Mõningal määral",241.399,248.349,228.845
"Naine",49,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",2000,"Väga suurel määral",338.74,326.576,291.907
"Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",271.639,226.411,NA
"Naine",30,"25-49","Jah","Kõrg","Kõrg","Jah","Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",341.116,315.882,334.117
"Naine",43,"25-49","Ei","Kesk","Põhi",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",2065.53,"Mõningal määral",251.279,263.062,236.44
"Mees",30,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1276.03,"Suurel määral",294.971,263.72,267.26
"Mees",53,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",219.859,201.553,NA
"Mees",43,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1407.62,"Mõningal määral",286.518,313.151,287.095
"Mees",35,"25-49","Jah","Põhi",NA,NA,"Hõivatud","Hea","Kesk","Keskmine",1012.87,"Mõningal määral",268.017,316.598,272.835
"Naine",61,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",520,"Mõningal määral",319.199,304.298,NA
"Naine",24,"16-24","Ei","Kõrg","Kõrg",NA,"Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",344.267,349.719,326.108
"Mees",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Suurel määral",219.618,210.149,219.621
"Mees",28,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Suurepärane","Kesk","Keskmine",416.399,"Suurel määral",181.699,191.259,NA
"Mees",39,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Põhi","Madal",NA,"Mõningal määral",268.131,238.162,256.211
"Naine",31,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",279.463,291.865,277.016
"Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",178.989,194.451,174.65
"Mees",38,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",235.329,287.985,224.173
"Naine",23,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",284.019,251.764,246.649
"Naine",37,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",294.38,280.987,291.046
"Mees",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",242.225,239.246,NA
"Mees",19,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Suurepärane","Kesk","Keskmine",500,"Väga suurel määral",311.907,325.228,326.13
"Naine",35,"25-49","Jah","Kõrg",NA,"Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",256.723,227.959,240.535
"Mees",49,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",558,"Väga vähe",236.567,173.183,NA
"Mees",21,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Väga suurel määral",326.17,302.152,319.491
"Mees",22,"16-24","Ei","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",507.592,"Mõningal määral",252.754,245.512,216.464
"Mees",46,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",337.162,310.654,NA
"Mees",34,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",2328.69,"Mõningal määral",326.899,271.273,NA
"Mees",40,"25-49","Jah","Põhi","Kõrg","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",234.244,273.392,280.173
"Naine",41,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",800,"Suurel määral",317.625,330.726,310.489
"Mees",16,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",308.831,312.819,323.909
"Mees",37,"25-49","Ei","Põhi",NA,NA,"Hõivatud","Hea","Rakenduskõrg","Kõrge",394.431,"Mõningal määral",268.034,306.593,285.963
"Naine",44,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",881.286,"Mõningal määral",313.614,321.82,297.348
"Naine",65,"50+","Jah","Põhi",NA,NA,"Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",206.334,202.629,NA
"Naine",58,"50+","Jah","Põhi",NA,NA,"Hõivatud","Rahuldav","Kesk","Keskmine",644.475,"Suurel määral",153.588,150.597,168.043
"Mees",17,"16-24","Ei","Kõrg",NA,"Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",396.497,358.283,391.839
"Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",228.032,225.662,219.712
"Mees",21,"16-24","Ei","Kesk","Kesk","Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",280.853,284.449,239.671
"Naine",45,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",394.431,"Suurel määral",317.895,308.6,301.248
"Naine",50,"50+","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",280,"Suurel määral",213.357,223.921,202.55
"Naine",29,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",250.569,199.325,218.798
"Mees",50,"50+","Jah","Kesk",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",297.975,318.098,304.252
"Naine",17,"16-24","Ei","Kesk","Kõrg","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Suurel määral",278.195,285.893,287.565
"Mees",53,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1012.87,"Suurel määral",304.312,339.481,297.114
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",693.333,"Mõningal määral",230.438,267.198,220.845
"Naine",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Väga vähe",284.303,253.903,NA
"Naine",35,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",749.704,"Mõningal määral",294.773,316.587,NA
"Naine",62,"50+","Ei","Kesk","Kesk",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",219.68,166.453,NA
"Naine",62,"50+","Jah","Põhi","Kõrg",NA,"Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",252.622,260.532,NA
"Mees",24,"16-24","Ei","Kõrg",NA,NA,"Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",261.772,245.985,283.693
"Naine",38,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",690.492,"Väga suurel määral",319.896,297.248,279.261
"Naine",40,"25-49","Jah","Kõrg","Kõrg","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",749.704,"Väga suurel määral",315.164,317.087,318.54
"Naine",40,"25-49","Jah","Kesk",NA,"Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",881.286,"Mõningal määral",317.615,320.157,311.851
"Mees",51,"50+",NA,NA,NA,NA,"Hõivatud",NA,"Kesk","Keskmine",NA,NA,NA,NA,NA
"Mees",28,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",1210.24,"Väga suurel määral",253.783,236.785,300.109
"Naine",52,"50+","Ei","Põhi","Kõrg","Jah","Hõivatud","Halb","Kesk","Keskmine",316.798,"Väga vähe",302.401,257.676,NA
"Mees",29,"25-49","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",749.704,"Väga vähe",323.614,332.468,298.725
"Naine",33,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",241.553,235.867,207.268
"Naine",47,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",289.166,"Suurel määral",292.303,312.043,295.217
"Mees",41,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",293.633,257.977,267.446
"Naine",23,"16-24","Ei","Kesk","Kesk",NA,"Hõivatud","Hea","Kesk","Keskmine",260,"Suurel määral",305.972,280.962,268.416
"Mees",53,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Suurel määral",243.888,244.551,191.66
"Mees",43,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1539.2,"Väga suurel määral",307.009,302.358,NA
"Naine",65,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",275.532,285.086,NA
"Mees",62,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",221.117,267.013,227.439
"Naine",20,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",247.492,195.973,NA
"Naine",54,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1276.03,"Suurel määral",250.011,241.474,248.369
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",NA,"Suurel määral",304.152,286.233,335.578
"Mees",53,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",952,"Suurel määral",268.415,306.617,265.183
"Mees",30,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",359.963,368.533,318.961
"Mees",43,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",368.115,"Suurel määral",321.025,328.942,276.133
"Mees",27,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",1144.45,"Väga suurel määral",303.897,286.399,296.626
"Naine",22,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",208.199,"Väga suurel määral",342.339,290.972,315.26
"Naine",51,"50+","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",222.662,250.442,261.971
"Naine",25,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",230,"Suurel määral",315.432,301.618,314.003
"Naine",39,"25-49","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",222.77,195.551,230.705
"Naine",17,"16-24","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Suurel määral",259.773,223.497,281.806
"Mees",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",381.273,"Suurel määral",287.25,300.759,NA
"Naine",36,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",NA,"Suurel määral",325.827,301.371,324.153
"Mees",17,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Väga suurel määral",241.975,246.321,264.376
"Naine",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",486.539,"Suurel määral",273.909,302.915,293.573
"Mees",43,"25-49","Ei","Kesk","Kõrg",NA,"Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",349.44,348.411,309.623
"Mees",22,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",298.562,277.696,300.894
"Naine",46,"25-49","Jah","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1802.36,"Suurel määral",335.2,322.702,NA
"Mees",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk-järgne kutse","Keskmine",NA,"Väga vähe",184.954,189.182,NA
"Naine",43,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",565.489,"Mõningal määral",186.205,186.847,183.341
"Mees",53,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",178.785,247.109,NA
"Naine",55,"50+","Ei","Kesk","Kõrg",NA,"Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",486.539,"Mõningal määral",253.498,277.586,NA
"Mees",34,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",1078.66,"Mõningal määral",302.476,343.064,343.401
"Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",433.906,"Mõningal määral",184.613,201.309,169.501
"Mees",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",231.407,267.76,239.056
"Mees",46,"25-49","Jah","Kesk","Põhi","Jah","Töötu","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",288.188,272.587,297.152
"Naine",33,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",311.346,357.701,340.152
"Naine",35,"25-49","Ei","Kesk",NA,"Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",3400,"Suurel määral",290.117,241.795,297.151
"Mees",23,"16-24","Ei","Põhi","Põhi","Ei","Töötu","Väga hea","Põhi","Madal",NA,"Mõningal määral",277.452,262.497,272.511
"Naine",60,"50+","Jah","Põhi","Kõrg","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",294.311,281.651,280.641
"Mees",36,"25-49","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",285.454,250.234,272.64
"Mees",17,"16-24","Ei","Kõrg","Kesk","Ei","Töötu","Väga hea","Põhi","Madal",NA,"Väga suurel määral",326.086,299.802,326.449
"Mees",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",1500,"Väga suurel määral",363.411,391.649,393.201
"Mees",23,"16-24","Ei","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1012.87,"Mõningal määral",262.711,251.132,251.905
"Naine",23,"16-24","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",291.784,284.667,256.426
"Mees",30,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",961.552,"Mõningal määral",219.079,266.629,283.62
"Naine",24,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",907.603,"Väga suurel määral",319.333,318.974,354.253
"Mees",50,"50+","Jah","Kõrg","Kõrg","Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",230.959,293.025,239.821
"Naine",60,"50+","Jah","Põhi","Põhi","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",183.25,179.528,197.972
"Mees",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1670.78,"Suurel määral",304.297,295.227,269.041
"Naine",50,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1210.24,"Mõningal määral",272.508,299.397,284.028
"Mees",52,"50+","Jah","Kesk","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",254.505,264.403,NA
"Naine",59,"50+","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga vähe",167.636,172.92,NA
"Naine",48,"25-49","Jah","Kõrg","Kõrg","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",486.539,"Suurel määral",284.111,309.871,277.034
"Mees",24,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",104,"Suurel määral",321.946,310.656,354.116
"Mees",39,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",776.02,"Mõningal määral",322.593,295.841,NA
"Naine",59,"50+","Jah","Põhi","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",870.76,"Suurel määral",205.007,218.224,181.085
"Naine",56,"50+","Jah","Põhi","Põhi",NA,"Töötu","Rahuldav","Põhi","Madal",NA,"Mõningal määral",234.939,239.148,NA
